28 Dec 2012;2:07 AM;@Kemendag;2. Permohonan informasi mengenai #INATRADE juga dapat disampaikan melalui email ke inatrade@kemendag.go.id;False;;2;1;/Kemendag/status/284601559998922752
28 Dec 2012;2:00 AM;@Kemendag;1. Layanan call center 021-65301203 memudahkan para pengusaha untuk mendapatkan informasi #INATRADE lbh cepat & detail;False;;1;1;/Kemendag/status/284599577632464896
27 Dec 2012;11:51 PM;@Kemendag;#INATRADE memudahkan perusahaan melacak proses perijinan melalui feature tracking document di http://bit.ly/KUcuTf ;False;;1;2;/Kemendag/status/284567174314594305
27 Dec 2012;10:03 PM;@Kemendag;Permohonan ijin ekspor-impor skrg lbh mudah dengan #INATRADE. Unduh petunjuk aplikasi di http://bit.ly/Mrpz2D ;False;1;1;2;/Kemendag/status/284540070499856384
27 Dec 2012;7:59 PM;@Kemendag;Pengajuan ijin ekspor-impor menjadi lbh cepat & transparan dgn #INATRADE, shg mengurangi ekonomi biaya tinggi;False;1;5;1;/Kemendag/status/284508883203018753
27 Dec 2012;6:00 PM;@Kemendag;"“Happiness is something that multiplies when it is divided."" – P. Coelho";False;;3;;/Kemendag/status/284478864829321216
27 Dec 2012;2:28 AM;@Kemendag;2. Lebih lengkap mengenai perlindungan #konsumen dapat dilihat di: http://bit.ly/V49M05 ;False;;1;;/Kemendag/status/284244427340398593
26 Dec 2012;10:39 PM;@Kemendag;3. Ekses negatif berasal dr barang & jasa yg tidak memenuhi syarat keamanan, keselamatan, kesehatan, & moral hazard #konsumen;False;;;;/Kemendag/status/284186689566539776
26 Dec 2012;8:04 PM;@Kemendag;Direktorat Pengawasan Barang Beredar & Jasa (PBBJ) Kemendag bertugas mencermati lalu lintas barang & jasa di Indonesia #konsumen;False;1;1;;/Kemendag/status/284147608727982081
26 Dec 2012;7:05 PM;@Kemendag;Hari ini kami akan berbagi tentang perlindungan #konsumen. Ikuti tweet kami selanjutnya.;False;;1;;/Kemendag/status/284132772342280192
26 Dec 2012;6:01 PM;@Kemendag;“Sy bersyukur kalau hasil kreasi sy ditiru orang lain, berarti ide2 sy berguna bagi orang lain.”– H. Santosa (Pengusaha Batik Danar Hadi);False;;2;;/Kemendag/status/284116660594556930
26 Dec 2012;1:47 AM;@Kemendag;Lebih lanjut mengenai ASEAN-India Commemorative Summit 2012 dapat dilihat di http://bit.ly/Vdi6IB ;False;;;;/Kemendag/status/283871669737648128
26 Dec 2012;12:03 AM;@Kemendag;2.#ASEAN-India Commemorative Summit 2012 merupakan kelanjutan dari ASEAN-India Summit ke-10 yang dilaksanakan Kamboja pada waktu lalu;False;;;;/Kemendag/status/283845581913350145
25 Dec 2012;11:58 PM;@Kemendag;1.Mendag menjelaskan bahwa perluasan hubungan dengan ASEAN menjadi prioritas India dalam kebijakannya 'Look East Policy' #ASEAN-India;False;;;;/Kemendag/status/283844275224064000
25 Dec 2012;10:35 PM;@Kemendag;3.#ASEAN-India Free Trade Agreement (AIFTA) diharapkan menjadi faktor yang turut mendorong pertumbuhan ekonomi di kawasan;False;;;;/Kemendag/status/283823368468320257
25 Dec 2012;10:35 PM;@Kemendag;2. Presiden RI menegaskan target nilai perdagangan sebesar USD 100 miliar di tahun 2015 sangat mungkin dicapai oleh #ASEAN-India;False;;;;/Kemendag/status/283823277217021953
25 Dec 2012;10:26 PM;@Kemendag;1.Presiden RI dan Para Kepala Negara mengapresiasi atas diselesaikannya proses perundingan #ASEAN-India Free Trade Agreement (AIFTA);False;;;;/Kemendag/status/283821180723556352
25 Dec 2012;8:27 PM;@Kemendag;3.Pertemuan ini diharapkan menghasilkan ASEAN-India Vision Statement 2020 yang memetakan arah masa depan hubungan #ASEAN-India;False;;;;/Kemendag/status/283791211750387712
25 Dec 2012;7:20 PM;@Kemendag;"""Glory is fleeting, but obscurity is forever.""- Napoleon Bonaparte";False;;1;;/Kemendag/status/283774249569759232
21 Dec 2012;3:17 AM;@Kemendag;@Fryz_G silakan hubungi Call Center: 021-65301203 atau email inatrade@kemendag.go.id untuk konfirmasi hal tersebut.  tks;True;1;1;;/Kemendag/status/282082356335083521
27 Dec 2012;7:23 PM;@Kemendag;Hari ini kami akan kembali berbagi tentang #INATRADE. Ikuti tweet kami selanjutnya ya;False;;;;/Kemendag/status/284499848865124352
26 Dec 2012;11:55 PM;@Kemendag;Bidang cakupan Direktorat PBBJ diantaranya adl barang hasil pertambangan, pertanian, & aneka industri #konsumen;False;;1;;/Kemendag/status/284205945540718592
26 Dec 2012;11:44 PM;@Kemendag;Dit.PBBJ jg berfungsi menumbuhkan kesadaran pelaku usaha agar jujur, tangguh, & bertanggung jawab #konsumen;False;;;;/Kemendag/status/284203181611810816
26 Dec 2012;10:35 PM;@Kemendag;2. Melalui fungsi pengawasan  Direktorat PBBJ, diharapkan #konsumen terlindungi dr ekses negatif pemakaian barang & jasa;False;;;;/Kemendag/status/284185804048326658
26 Dec 2012;10:27 PM;@Kemendag;1. Direktorat PBBJ merupakan unit teknis Direktorat Jenderal Standardisasi dan Perlindungan #Konsumen;False;1;;;/Kemendag/status/284183716123783168
